采集_影视解说,#genre#
残酷异常虐待物语：元禄女系图【影视解说】,https://v11.qdhdcate.com/yyv11/202407/11/1kcEttpY7g3/video/index.m3u8
爱人同志【影视解说】,https://v9.qdhdcate.com/yyv9/202407/11/RhyqS9L7LD18/video/index.m3u8
爱与诚【影视解说】,https://v12.qdhdcate.com/yyv12/202407/11/WrRPBDKpLy8/video/index.m3u8
智取威虎山【影视解说】,https://v5.qdhdcate.com/yyv5/202407/11/L7qhuY6YWF7/video/index.m3u8
变身小姐【影视解说】,https://v10.qdhdcate.com/yyv10/202407/11/B2DDdzyGA515/video/index.m3u8
13分钟【影视解说】,https://v11.qdhdcate.com/yyv11/202407/11/WFxR6PYskV3/video/index.m3u8
至尊无上II之永霸天下【影视解说】,https://v10.qdhdcate.com/yyv10/202407/11/chgGbM0E4b15/video/index.m3u8
纵横四海【影视解说】,https://v10.qdhdcate.com/yyv10/202407/11/7HpwKFW74a15/video/index.m3u8
醉拳【影视解说】,https://v11.qdhdcate.com/yyv11/202407/11/RLg8baCns63/video/index.m3u8
发狂的现代史【影视解说】,https://v12.qdhdcate.com/yyv12/202406/29/eVdKhB4Msr8/video/index.m3u8
中华赌侠【影视解说】,https://v9.qdhdcate.com/yyv9/202407/11/UceQ7PsYHG18/video/index.m3u8
醉拳2【影视解说】,https://v9.qdhdcate.com/yyv9/202407/11/PadAWK9mPC18/video/index.m3u8
至尊三十六计之偷天换日【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/5tFeBP7qTM15/video/index.m3u8
英雄本色3：夕阳之歌【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/PerWaCq9fS3/video/index.m3u8
英雄本色【影视解说】,https://v8.qdhdcate.com/yyv8/202407/10/kbriGJ0K8e14/video/index.m3u8
风流艳妇【影视解说】,https://v10.qdhdcate.com/yyv10/202406/29/fp2KSGuK6q15/video/index.m3u8
英雄本色2【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/80YhgKj1NC3/video/index.m3u8
再见古惑仔【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/6UjvXkEf0515/video/index.m3u8
战神传说【影视解说】,https://v8.qdhdcate.com/yyv8/202407/10/pNX0pcpPTM14/video/index.m3u8
月夜闪灵【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/Vsg7c5B85y3/video/index.m3u8
狱中龙【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/iYmiKMWd9315/video/index.m3u8
叶问【影视解说】,https://v12.qdhdcate.com/yyv12/202407/10/7vMy1A3Mzk8/video/index.m3u8
兄弟2【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/YUJv56DKYR15/video/index.m3u8
叶问3【影视解说】,https://v12.qdhdcate.com/yyv12/202407/10/BYY7tej1Yk8/video/index.m3u8
血滴子【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/w7UPr40gYy15/video/index.m3u8
新家法【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/f3Q0gPuRTB3/video/index.m3u8
战国【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/P78RDjLenW3/video/index.m3u8
一招半式闯江湖【影视解说】,https://v10.qdhdcate.com/yyv10/202407/10/Qsr7jGHcCq15/video/index.m3u8
五亿探长雷洛传2：父子情仇【影视解说】,https://v9.qdhdcate.com/yyv9/202407/10/48ftqpHNg818/video/index.m3u8
一个好人【影视解说】,https://v9.qdhdcate.com/yyv9/202407/10/RNPVDm7jp218/video/index.m3u8
我是谁【影视解说】,https://v9.qdhdcate.com/yyv9/202407/10/22hqfc7i5M18/video/index.m3u8
香港有个荷里活【影视解说】,https://v9.qdhdcate.com/yyv9/202407/10/QbbF3mk82V18/video/index.m3u8
消失的凶手【影视解说】,https://v12.qdhdcate.com/yyv12/202407/10/PqVR1GR8MC8/video/index.m3u8
笑傲江湖【影视解说】,https://v5.qdhdcate.com/yyv5/202407/10/vgPMnNvEv17/video/index.m3u8
笑拳怪招【影视解说】,https://v8.qdhdcate.com/yyv8/202407/10/2ihspkDWEp14/video/index.m3u8
消失的子弹【影视解说】,https://v8.qdhdcate.com/yyv8/202407/10/Hr9qw6xz6T14/video/index.m3u8
西部世界【影视解说】,https://v11.qdhdcate.com/yyv11/202407/10/CD9m9EuDNW3/video/index.m3u8
